"id_jednostki","sektor","klasa","pkd","woj","jedna_zmiana"
"a6039dafa39a306e70e1934d3df1ed1eb9d84b53",0,"D","P","04",TRUE
"d6aa3f4167f53d284a48739092583abea4f2a092",0,"D","P","28",TRUE
"27f14ec483d4f156f3034855d524189945263ca7",0,"D","P","28",TRUE
"3e5718c7cc7da0838afcd79ca4b5b7a3f7c6b254",0,"D","P","24",FALSE
"ca6a4382b3ee64c1058dcd1db05665fc46747676",0,"D","P","24",TRUE
"69d6741613cd3be0466f57d0eacf296908d91f6a",0,"S","P","12",TRUE
"0afb8eabab696688b63f22bbffb669ebe89fcdce",0,"D","P","24",TRUE
"b626a7b14f5d88dff33ca1b08c654ec4cff36cbd",0,"D","P","20",TRUE
"7729c80e4238a4e9f88f27977ec245bf00f5c415",0,"D","P","22",TRUE
"56a2ea931348dc5c5ef1c723754e7d69a972083d",0,"D","P","24",FALSE
"1cbb584cb04a6e7048694b97d85b5c4683dca83c",0,"S","Q","06",FALSE
"d83e4588d64bd88d9affb246fa55bbb6b023e894",0,"S","P","24",TRUE
"2063c617fa043edfb84c881c9d73cee0819366d4",0,"S","P","16",TRUE
"c96f175a959ce19c9aa3bd6ec3bc9bb6498223c9",0,"D","P","16",TRUE
"6079895759238da0e2c8f9bd1ddacf09150e272a",0,"D","P","22",TRUE
"9d178a356e8477a0e9a26d9efb3c11a42f1b396e",0,"D","P","14",TRUE
"2d7f78184d380c2f5beffc20f8687a9a298023c3",0,"S","P","24",TRUE
"2694056807e927c7897582ea4b31e526a92b1c23",0,"D","P","14",FALSE
"71bb415e3b432dfd4a4d302c28024685e07f3d3c",1,"S","K.L","28",TRUE
"fc78c8fa8cd169614693f115ad09104a0c8d7e60",1,"S","G","18",FALSE
"0bbeacf90f977c941c47cbdc665655124c311ffb",1,"M","N","04",TRUE
"0a4810e68dd0a3489b9ded050229e6d3485d80e1",1,"M","N","04",TRUE
"452b8b2c47f800cbbb4fcf0c06fcf76e611ac6d5",1,"S","N","30",TRUE
"976ed58abf24179b53eea9e4f338ccf620d68afa",1,"D","G","24",TRUE
"a73184fcdd8be5979ebe313285546be2d2a96fb8",1,"S","G","24",FALSE
"34c947146caec4691b03df9510fce62622c976cf",1,"D","G","24",FALSE
"24257347a826b3c551de782b2bf9699abefffd2e",0,"S","P","22",TRUE
"c399cb2b6dd356dc235a45491d1aaa257f94337c",1,"D","K.L","14",TRUE
"df4408f1a3f25d7928fba1465f090c6496c2b7bf",1,"M","F","28",TRUE
"80ee75e26716c31f4b9762df29c04b012a697c5c",0,"M","R.S","24",TRUE
"7b9e99ae4585bd096b65b52806b3003ad6439230",1,"D","C","10",FALSE
"a91b28395aaed31567850a5bb0e87ff0563dd3b3",0,"D","P","14",TRUE
"4cd7e809b1241f4244468e222082eaa480be809c",0,"D","P","14",TRUE
"2b2d2a068aecd722690d3fc4d8c5aa6ab2fb2590",0,"D","P","14",FALSE
"37d71b4adbfe85306b913e87f8d3801a51ab21d7",0,"S","P","24",TRUE
"0523cb09bef3f5fc0ae719b5eeed60b78d7ac9da",0,"D","Q","18",TRUE
"2e180684dfafb903d439396588bf4751133c1d14",1,"D","C","20",FALSE
"1d4d200fd44a9423817cdbde4b60eb6d2679abaa",1,"D","C","08",FALSE
"b8223fab12100d593b012f4b978752271476b7bf",0,"D","P","14",FALSE
"ee531c46678e08c31887cbf00bfbd41ff2b91bde",0,"S","P","02",TRUE
"d630b0a33d90791bb15c0b7698fd90be381d03cb",0,"D","P","14",FALSE
"a8696fbd1bef8beaaf3303be96da01ddc1f539cd",1,"M","F","08",TRUE
"9dc232c23bd213c4b50287e6b88b2e2cb01794ee",0,"D","Q","02",FALSE
"d43d2f57babce5aca53b9f7c91f003274d2ed954",0,"S","R.S","04",FALSE
"3165268c297ec5b045748c6be713109a69405a01",0,"D","P","24",TRUE
"dd4c4950ef0847c39262ad9aebf9163eedeea2fd",0,"D","P","24",FALSE
"73215c05cb51b0b2f3074a79b1e3ce976f95b585",0,"D","O","30",TRUE
"d70417e6e5b57b4c500d1dac2154483720c86fc0",1,"D","G","24",TRUE
"ad6d97e221dd17aa84e4b43d8b0bdbf92e1a22a9",1,"S","K.L","04",TRUE
"e32469f45a31d204a48d0f590eb3f18df1f04df7",0,"D","Q","22",TRUE
"fbcc05d39257bf6346bc81ecebf38a120b000966",0,"D","O","22",TRUE
"4be1b9b8dd29669511dee8e1825cd6b099f55a83",1,"S","G","18",FALSE
"32a5bc635365dfc6e13a16c10c160ac735ab5c31",0,"S","Q","30",FALSE
"55b15c1a7df2a5bcba3cd98a07739e48d1431f30",1,"S","K.L","24",TRUE
"99747eff6cc0778b5b6d9b10fff5675322a2a725",0,"S","Q","28",FALSE
"51747a917758faea3a42689685201dce187ff80d",0,"S","P","08",TRUE
"adf9544ce904e1b0c96e685dfc2c53f093642251",0,"S","P","22",FALSE
"21bd027be411165d5dc668b5a1c15ad8e47407e8",0,"M","R.S","28",TRUE
"df2bf05cacc966480d1422606d38ca54cd363625",1,"D","G","06",FALSE
"8f092f99180a5c3c145146423af6bd7820541a79",0,"D","H","14",TRUE
"9b6f3e3c34c748320914c385f1bf3fc4d94fe55e",0,"D","P","30",TRUE
"c4d8be13064dd084983449bd32dccc35f8de9a6f",0,"S","Q","14",FALSE
"88861da4a4c5b79dd26c0cf7ed8cfe5a7c655e1f",0,"D","Q","28",FALSE
"c8c5906d6c858b394f52ac228ed3e9681cbec573",1,"D","G","28",FALSE
"c35efcea8be9799c9a10c19d929caf46f859edcd",1,"S","G","18",TRUE
"040baa33dd4d0ab698ebfba26de6ff94fa3f781b",1,"D","C","30",TRUE
"d0e5574baff258188ec2cfe89f526f7b08fabd79",1,"D","G","22",FALSE
"74fe32f0b746ad493e806645d364248988282a90",1,"S","G","02",FALSE
"1dba917c11bd9e78fe9e4114b1713f90fc63046e",1,"M","K.L","32",TRUE
"7765db748469955bfd8eef446d9fbc24eee8826d",0,"S","O","04",TRUE
"b24ccaa92febf469a4ee3a32578315eb1afbff9f",0,"S","O","04",TRUE
"7ee59f5313f06e4f697059c79a3bf48585496c08",0,"S","O","04",TRUE
"ca32003d7a8ced5e57ad756c8a19403086c171f5",0,"M","R.S","18",TRUE
"75b95fd24f4c8ba9dff143bc967fd3db26e34bd7",0,"D","P","02",TRUE
"78e060cf894c975e916d482aef236b3d506c29ce",0,"S","D.E","16",TRUE
"fa2ebe54ce187cc9207ce4cdc96951235e0f9d2e",1,"D","G","10",TRUE
"fb6b39da5f24be4e6346fbc2496e234c46d96a94",1,"S","G","10",FALSE
"04ca7b4edb71ce2d62a2d3f63496f160dc05570f",0,"S","P","04",FALSE
"8a8f57d1584a491bb8455db6e55165a17c953ab1",0,"D","Q","14",FALSE
"c0ecba1672463469d3079de6ac2e8b807cbc14a6",1,"D","G","24",FALSE
"a80c7f9856f8cda3e59723d432e4100a17d4711b",0,"S","P","12",TRUE
"a018178bf5cc488feea51152779e011184b881ab",1,"D","C","04",FALSE
"62cc874614b814359f3e24f4982f478c5c4c2049",0,"D","O","06",TRUE
"dd2f07836c8b4cdb6dca5d13d22b1c15dc8fb604",1,"S","G","32",FALSE
"bf466950e14d7e8ef9f3ceaed967c145d8c6663b",1,"M","K.L","12",TRUE
"9ce779a917c967ac133166fe592daa0ed47a1f46",0,"D","P","02",TRUE
"2317db43f2850fe14e43a2e2c3a0e7dfbf5d5205",1,"S","G","16",TRUE
"36a9f9c5d84eabc1f09c86e68f13aa90f0aae991",1,"D","G","22",FALSE
"e02abf57940dff780024e09e96ff642abe4ce711",0,"D","P","26",TRUE
"66dd0158baf0bb927076f3eb498aeee8f97878eb",0,"D","Q","14",FALSE
"6b871bec82bcff0b4e860a35c5ceb35f97c69b84",0,"S","R.S","06",TRUE
"6faef890f4ae15f5f9b76d47ebc26789f07d6ef8",1,"S","G","08",FALSE
"672453bc7324e3d483efda5201f7c15267394e98",1,"S","G","08",FALSE
"902b5ac24136f4bcc8ad4b509ea07b7e3eb2ec1f",1,"S","C","32",FALSE
"7f5b463a5b3686fbeb68ad2f36a0605c6ba9a12e",1,"S","G","30",FALSE
"ae22ad8e8b79a79672d586cc842dd79069b177a7",0,"S","D.E","26",TRUE
"33743a1da7993e5b8ee6b9eabf01335c860df1ee",1,"D","G","20",FALSE
"fe9482931af8fe9f039e8fe37e0451a7730b6603",1,"S","K.L","28",TRUE
"0565b97d1620bfa8c97b4dd8ef4661ed561174dc",0,"D","Q","08",FALSE
"7ab990e5ea34601ab7d08aa8a4f17a03d600f6e0",0,"S","Q","04",FALSE
"1691c0223a229f024ebc47c5aa16c4891602122f",1,"D","G","26",FALSE
"dc9ac6caddac2bc05a29db5138e398091d9bb52c",0,"D","Q","24",FALSE
"bd5298e691d2cd1dfeb568d9da493ea471ca4b19",1,"S","K.L","24",TRUE
"f87b430e49379ee047e224e6f37bc0aec116d914",1,"S","K.L","04",TRUE
"5ed392748277df6054c45d4c61530e85d0358bfa",0,"D","P","20",TRUE
"4505d7a4522409fd1b3aaae8adac9d9e25ac4763",0,"S","P","04",TRUE
"7cc572dbf1b2910d3d737049557799f07c78efdb",1,"M","K.L","24",TRUE
"b31243f6bdcd0960125e9266823af6676df6e211",0,"D","Q","06",FALSE
"286a472e76856be5b25c11781171000c52d5b217",1,"D","G","10",TRUE
"6e252262e120e5eb49733b64652ec9983ad518b8",0,"D","Q","24",TRUE
"84266ae51d2fd5ea6d688a9e9641d4f5b897b964",1,"S","K.L","10",FALSE
"fdfef958eb521e3f6df8d403ecf7c8aaaa8b2c0e",1,"S","K.L","18",TRUE
"6777e8a51e1b6579cc491d63080379a20b83f8d7",1,"D","G","12",FALSE
"34beb63d699313204fbaf39a26759f5e72c46b2f",1,"D","I","12",FALSE
"f36d810208a9252367e866ad7ff2601688aefee0",0,"S","Q","10",TRUE
"227062356932ba7898ac2706ebf2b6bd735715ab",0,"S","P","18",TRUE
"2f5e5fbded5e2599580cd13681745062cc8c44e2",0,"S","P","18",TRUE
"c2e6761435cf3193b5eef19626d3b6125ac12811",0,"S","P","06",TRUE
"da7bbe45ea0286b7d248ea04f9088f2c71054c90",0,"S","P","04",TRUE
"638310ae21f21b53197657083459df8895cc3af3",0,"S","P","04",TRUE
"285fc5e0d4e4bccf19d1414271a81065d6f26c8a",0,"S","P","04",TRUE
"d59ee7e67f0cb50bfa472660dfea928ba0250348",0,"S","P","14",TRUE
"8912687db4ce123b78cd5c7bde93d14590265b73",0,"S","P","04",TRUE
"07ca160d0907c160fa27f01d5e3880befa027197",0,"S","P","06",TRUE
"f746d0fa1417e2a6a5425890c224050d76ca36c0",0,"S","P","20",TRUE
"01fa916bb968fc686c85644f0c8b5825b34b27b0",0,"S","P","28",TRUE
"4acd1f5b2024755f99a2c31f1a3e1a714a25c448",0,"S","P","16",FALSE
"172abe8f29a25f0cd2ed191a85322c2b8ff95006",0,"S","P","26",TRUE
"14de2af5ccb4b544958c129fae66313126d951d7",0,"S","P","22",TRUE
"241383c457f66432c547c878cbf4af715c4e82a6",0,"S","P","32",TRUE
"5278070db0fb8ee7cdb6e22fa8ab80aea04050be",0,"S","P","02",TRUE
"dfc4f131034b7b6f1e5a5e0d85f4c6efe00eeb76",0,"S","P","02",TRUE
"01fff9bc0764961abeeeade34328006be3eecbec",0,"S","P","02",TRUE
"a6dd0d8ca7bfdbe72d6aa50a32d15301b43677c3",0,"S","P","02",TRUE
"e56f56db4b5bfebf0eae012066a0f1c65c6338b7",0,"S","P","02",TRUE
"e48967be05608ed919a806729f8c439fd3ecb1f6",0,"S","P","02",TRUE
"bf5863ba4af001b8bceefac433bc623dc380c2cb",0,"D","P","02",TRUE
"651579d755f21573b5bdee80b6b966443d5a4e7b",0,"D","P","02",TRUE
"4be98eff3b3b6bbcd055ea975b235ef3a9fabf99",0,"S","P","02",TRUE
"9258a5fe0e3d0efe62b4a14e82d733d9c0cae79c",0,"S","P","18",TRUE
"cb97c721d4e2853ef4470bf47227270f65146d2b",0,"S","P","30",TRUE
"1e28b8d74a0f36e9541a284080a1994436b7bb93",0,"S","P","02",TRUE
"082d696883928d28de5804e8631d4102dc1ba6fb",0,"S","P","02",TRUE
"aaab9ea6af548c854ec2935baaf65675c09c73de",0,"S","P","02",TRUE
"bea810a8153c66ca28dad382930a170ca01fd455",0,"S","P","22",TRUE
"98ee50bc3aab0039a92da29b811c663dc6bea9dc",0,"S","P","30",TRUE
"47080073b63075b23b688cef3fad528556e1ebcf",0,"S","P","24",TRUE
"36239019de8dfcc0d28cc1cd9b207538c9e67f06",0,"D","P","28",TRUE
"ed6b1892e48ccafbfedc4e15a37768beb600e418",0,"D","P","32",TRUE
"59c24365cea1abb4fd0d7123a965c8ef7988855a",0,"S","P","18",TRUE
"2630150118cd8424f847dd71e05d927df0f5d644",0,"S","P","32",TRUE
"cf59fd984389e0e8a275a7c08d27e11f6d30c61d",0,"S","P","04",TRUE
"4d99bdc85697442d692a2276290d9f13575c1b01",0,"S","P","28",TRUE
"1b1153b24995067261c1700b017d8dd3d57e5804",1,"S","C","14",TRUE
"917e011e6d58cb364e8239d7344b282c0a038136",0,"S","P","32",TRUE
"26dd8c3f204c80de4d71244c783b8cc6a4d6a46d",0,"S","P","32",TRUE
"d4a29f157d9c4e4e5f071dc8078e7a6bfaa4c061",0,"S","P","32",TRUE
"2b91b0a726496335d8f194bad8b41909f4edd9d4",0,"S","P","32",FALSE
"4ddc174d9c27b1436ea041354b66c6506dd15ba0",0,"S","P","04",TRUE
"06df16bc657c55a5d2eccb84aa419fc327181709",0,"S","P","12",TRUE
"f0c1117dcb54031df80a46745fae681e42bfd2f4",0,"S","P","12",TRUE
"5d8e89fdd16567ea91ee84b21322217ad470b6ff",0,"S","Q","32",FALSE
"5386fc61fc67b1336e10727185823a48a349d8d0",0,"M","R.S","06",TRUE
"5f519f167e48775bf30d73b13ffb5f0c070aad15",0,"S","P","02",TRUE
"db31b7854306a1d7a503fbabcf301b3a30d0baa1",0,"S","P","02",TRUE
"7f06d4c1052e0c240b1b276da078855a199cb4d3",0,"S","P","02",TRUE
"3f17abb359d20c7580eea1c027667ba377ea2f78",0,"D","Q","02",FALSE
"c3157e4674589fe542dd18f925c67ad44d87b203",0,"D","Q","14",TRUE
"b0c001511efc21069ad0caa25b819a1c67330388",1,"M","K.L","12",TRUE
"6d4b017b34e71914216b1ac63267746e4eed4eb8",0,"S","R.S","24",FALSE
"093e884783a30e46bd0dec9a9d8d2fe187bdfa1f",0,"D","Q","30",FALSE
"ab8bf187246bc9294ddf0db08f28b997f2b0e128",0,"S","O","24",TRUE
"eeaeb574e1d7a0739e0adde1dd8a1c5b64494515",0,"D","P","02",FALSE
"3fa2db157fd8b98de3a2d650afe20f55517cc49e",0,"D","P","16",TRUE
"8618f978f679114a7f1ce76aaa31bac524d97608",0,"S","P","04",TRUE
"49eae45795945279655d5b6cc3b7403ab1db5068",0,"S","P","04",TRUE
"561b00193d35927398ae5cd97782c7a62fefa1d9",0,"D","Q","24",FALSE
"d66ab800a3d5c38b804b96ca1244d2938bc0885b",1,"S","K.L","14",TRUE
"bf1b4c48dd2824dd55fce834243c16657e19add9",1,"D","G","14",TRUE
"b7e3af49c72667e9ec572a82dadd15b483bb2736",1,"D","F","02",FALSE
"261b9fc312333bd1e6093647bacdf86f6471b5f1",0,"S","R.S","06",TRUE
"4d2e8547a08c2f32f47e56dbafbd0ddd8b0980c8",1,"D","C","26",TRUE
"166e7235051c4a96108abd2e6ed0e7bb6e5688d0",0,"D","P","02",FALSE
"78b6562295ae47c7de8d84fa2a1b1feb79c3bf6d",1,"D","C","14",TRUE
"9bc1a35a814f4f4cadd699b079fd0b92abcbe83e",1,"D","F","18",TRUE
"955cadafaae19ac74f63827d3d5c44b7c66bd6ca",1,"D","C","04",FALSE
"6ea13d693c7816daeaa058ffc94fe7fb19bc0d3d",1,"S","F","04",TRUE
"2857da5dbc621506632df9b940a5a34f2e7afbd9",1,"S","G","02",TRUE
"81a094e61526c7846c2a6d265842d85d5cbc5c2e",1,"S","F","06",FALSE
"75e19287a3e0a5e90071f034f9090e6116c82280",1,"S","M","32",TRUE
"101da9a11f1e680796c73be47f2c8e2392ad3245",1,"S","J","14",TRUE
"29e0e2dfa32af43997209140b5a53548e3647d71",1,"D","C","22",FALSE
"61c4af2450e8ea804deb1b912102f331e5319206",1,"S","F","30",TRUE
"e5bc66795c118dac71c44f8f31338ffb4f3b259b",1,"S","H","22",TRUE
"fa2ffa2ab95f9a32cd516e27461d71a2516ea90a",1,"D","G","14",TRUE
"a7bb5a89562e362075e7e889782cb737fd077f72",0,"S","Q","24",FALSE
"1822103dcfc242bfce8b8acf8e3ec3ff1fc81897",1,"D","C","12",FALSE
"8842c5fa770cab47f0436a010068e8d07996a8c4",1,"D","C","14",FALSE
"911ee2910bbdbfcf8a7060af20c7c3cfa176ec22",0,"D","P","28",TRUE
"b06c8dcef812714498c78f214225077566a4259e",1,"D","I","14",TRUE
"104b70b6a284f3bcec0f680001ef1061cfa757d6",1,"S","C","30",TRUE
"99c53d785fd7a82e53c49400dbe2bac16ab860a1",1,"D","C","12",FALSE
"79164fa2846b5ed65031982b7b06c87e5e78d6d8",1,"D","C","14",TRUE
"33aea744eb7574cc0837b25921e3231dfd154156",1,"M","F","14",TRUE
"4a0752dac8832b0f08e32cf08e9fb5e360c4fec0",1,"S","C","14",TRUE
"cd9dbf59dc05e00da5b34f3e3437be73aa90177d",1,"M","G","14",TRUE
"a38fd61f90cf6c6ce0c3b369bb0ecc76cba92531",1,"D","G","14",TRUE
"941b1b9db444540c246247186591514e62bb8a38",1,"S","C","06",FALSE
"128304e51286581728c5e4473fc940ebff4852bc",1,"S","C","20",FALSE
"2ba09d5bf2fbba558c25ce6b81bc78cbfa5b501d",1,"S","G","14",FALSE
"2b3a704fa5b56724ad863c81fe2d4d4c71ba9a6f",1,"S","K.L","20",TRUE
"6a578d658742d739642a3ff17767359d63e5ef17",1,"S","C","20",FALSE
"3679329e0f22e1094601748ea294b8e02f6eccda",1,"M","C","24",FALSE
"f9f179d9d27617d9ee812b677b21904f4b1fee8e",0,"D","K.L","04",TRUE
"2c6982b516576f94925ee81aa42630c8e4fab2e1",1,"D","C","04",FALSE
"b952ca85413a73ad75c762aafb5759ece39adcd7",1,"S","F","04",TRUE
"c0d9776d19e026a5e3c52b6a301e692094c59036",1,"D","C","04",FALSE
"1b4d12726b2cf141774dbb6f765e7afea076eb04",0,"M","Q","06",TRUE
"1df3533e99e77b81bfe32fe5ad36866058d1321c",1,"D","C","06",FALSE
"bf378cd10c48ed49c4dbc6660503e04b8e6a9279",1,"S","G","06",TRUE
"7ce40e71934eb83ed1b829918416ebd3f2550159",1,"S","G","14",TRUE
"911f6464d60cd9cd73756b8279387088125dfdb3",1,"M","J","24",FALSE
"2037d5a9b72e0fb78f73a31677c94b7abcc93bcb",1,"D","I","16",TRUE
"231252681cbe081588c0846ba488ab4e1c99ef6c",1,"D","C","24",FALSE
"277ae4a2ec9952d9b1dfbadf0d4048646d74634e",1,"S","C","24",TRUE
"444b10b01cacafee8095292872f4a19f15e38e79",1,"M","G","24",TRUE
"b0128bf5e8c72afa78c6525f32764fec05feaf92",1,"D","C","24",FALSE
"3b7df8c3a0c329f6f128423d01089cd53bf372c2",1,"S","H","24",FALSE
"a6dc1ac81ab5a11422459940838ede0d4b7a3d81",1,"D","C","24",FALSE
"45a924e30c4376fcaf10ddc00c4ca32ae3f75835",0,"M","Q","24",TRUE
"52140a033954b2d8383b5597201afb0d7c2b007e",1,"S","F","28",TRUE
"2a13050a4b398de6105d45b1877eea5659f753c2",0,"D","Q","22",TRUE
"d61a6250f1d36f8c4e5af442dd2e4814e0bdd3d2",0,"D","Q","28",TRUE
"7a5fa6e11e8d7afa0bc0a597c86ae58f9fa9923c",1,"S","C","22",TRUE
"07127709870dd1c0f677cd0875b6c2f4090c1df8",1,"D","C","28",FALSE
"f3d5462b466ac1a59f2ac9fe359fb5e1803f0e8b",0,"D","Q","22",FALSE
"8ae155a61d33747ce36a0b6f709ece307cff6c64",0,"S","Q","22",TRUE
"f4cb2e86264b8fd6d62d48b568c5a14c55139ced",1,"D","I","22",TRUE
"fe538212a268da32c50ce3d0615db3ab76361302",1,"M","D.E","22",TRUE
"eed10f562adbb07c73ab822d355dfb249e9dc6fa",1,"D","C","22",FALSE
"c445d01c65b8efe5d738a07c817c2277dba69435",1,"S","C","22",TRUE
"22ae67d413eab9182533689040f607c10ffcb186",1,"M","K.L","22",TRUE
"bdb459fcd5d96b15c3b25fa6495a8ac624c1dd43",1,"M","C","22",FALSE
"c31bae3c90f6129e62ff3f2373c4012035ba89ee",1,"S","C","22",TRUE
"88a4eb1ac99bb3a5e11c47d462a1169edada7120",1,"S","C","22",TRUE
"74c4e81ab1c79e2ce686e017f393805879f277d6",1,"M","M","22",TRUE
"347e5843dd426fe665e90ff06603aea1e95df441",1,"S","G","22",TRUE
"b199ff6461ae899d5dbfd43bf1dbb6b27eeab758",1,"S","K.L","22",TRUE
"70803bf588520991293b8dfb63fb040dd7856370",1,"S","C","32",FALSE
"7ad6dd43a60a6011413a3e66a01e9e53eaf50d55",0,"S","Q","02",TRUE
"ce92fbe337113a9e94421b15267df5fe3e1eb6f0",0,"S","Q","02",TRUE
"dce305aab07430299a15742a329f58f87ecf353d",0,"S","Q","02",TRUE
"58196e79ddd9c225d91984ae575704fa559f58f8",0,"S","Q","02",TRUE
"02f8c767a8de09f016ffadbd9c2d5a9912a7aa0d",1,"M","G","02",TRUE
"c870fd8be2b1f8861aa70529c50e05cddcda9729",0,"D","P","02",TRUE
"9087b5742fe54452300f0eaf82139795e9e9f7ca",0,"D","Q","30",FALSE
"54f2c903dbf73564dbc3587a374d8304b2fb6d9f",1,"M","F","30",TRUE
"a38eeba78d08f64c63f71000a5e7f125577c4d54",1,"D","C","30",TRUE
"9fa974ba3ecd429447aae6352d8cce9e6c810d26",1,"S","H","30",TRUE
"22ef59397128699df95813f2d4f31b38518e25f5",1,"M","G","30",TRUE
"89fd8dbfb43d8f0c12d8d4844a77961fa454dd6b",1,"S","C","30",TRUE
"01d1a539761af39ca4a6aca86638f62f1902c161",1,"S","G","30",TRUE
"6b0447aa292d95e7c8bbb810c87212a419191fbc",1,"S","M","30",TRUE
"b69b8b103b9facf2b3f907ffd5bc6f11872a1841",0,"D","Q","24",TRUE
"f6e284132e76380be87d990764acbfe74d2c819c",0,"S","Q","24",TRUE
"293dba49e87635d4d1287c9545251a049987da14",0,"S","Q","24",TRUE
"84c0aa22e7de984394a0983b04bbccda19d00020",0,"D","Q","24",FALSE
"494fa37b0c15f4a7ed640f92b3235aa10331fb0d",1,"D","C","24",FALSE
"9db26f1150df3e9a568c2b4d917f1e566584cbe8",0,"D","Q","24",TRUE
"e259a73173e9a8715861a8a52e05321008c8cd89",1,"S","G","24",FALSE
"215517643f285bd0ed2b671dc7a3e2147300999f",1,"D","C","24",TRUE
"521f4ddf135c71b43507a717ccc490a97fa6d9cd",1,"S","M","24",TRUE
"efbf42ec6277ecce87a8b92953d3bdd40c55d894",1,"S","G","24",TRUE
"e63a462b50a53a028bf66f1a8e0325a0ec0b366a",1,"S","C","24",FALSE
"cf7127af71cf054f1c144a819fb320caf69f2751",1,"S","F","24",TRUE
"aa8db7c009853bbdcc4f5b100f6e03f0de637b29",0,"S","Q","24",TRUE
"fbcfbc648245b453fc52464e949434747f4ae09e",1,"D","N","24",TRUE
"d40f131a9cd09e14a2e200f976a4e6c1dfba0e45",1,"S","C","24",FALSE
"4b465d618036e9ef8f6c020e5ce5becd1a9a38fe",1,"D","N","24",FALSE
"f8bf2b042adc015545a1af845f49acf55b0f0464",1,"S","M","24",TRUE
"7375403b31a91e2816a151a9d21fc8ffa1d5787f",1,"M","F","24",TRUE
"994f9035ea1b8d5ea6b586c54b1bc8b438091699",1,"S","Q","24",FALSE
"6e636c6ec74d8f2bb09cc127abcb4b6c7e4c0f83",1,"S","G","26",TRUE
"a5f51dc7e7f26b19562b9302db223b4b35c9144a",1,"M","N","26",TRUE
"76de9b272d8a465fcd3211fa47da34e1b37302b9",1,"D","C","26",FALSE
"286ad35e244467037c6bbf94ff2b43b9b12f3858",1,"S","C","26",FALSE
"eb4b2eb94ba77bb5f1bc215bd957d02c8da71107",1,"D","C","26",TRUE
"7807fa4546ae749699ef4865c54461e492f3a206",1,"D","G","26",TRUE
"4d5b00b21b1f2d54265d799857131a7536aeafd9",1,"S","G","26",FALSE
"fec6f481194e61dcd5aae9e05e70b04a97721680",0,"S","Q","30",TRUE
"44dbae9ea89b12c61f80c8ccb46b8d79df047425",1,"S","G","30",TRUE
"764370284e71c1bfc07db740df0f15cc4cce89df",0,"S","Q","32",TRUE
"3b0dea54b0c6158633f188e7554eaaa661d7bbed",0,"S","Q","32",TRUE
"9f7bde8c25de3034dabc2d2216c92e1b041bca78",0,"S","Q","32",TRUE
"5572393eca18c0d3b89c52adc51803eadd7d3f6c",0,"D","Q","32",TRUE
"7e97e7b1dfe272a7e411995d4c243035921298b5",0,"S","Q","32",TRUE
"4e6b373ef3f452dbcf6960f1fb593188c71dbbbf",1,"S","J","14",TRUE
"f079f74f96bb71d2016410530874751a0026d56b",1,"S","C","32",TRUE
"b38e83cdc6730cc8ddeaa826bb2a298fbce2662b",1,"M","R.S","32",TRUE
"89105c4a5e62527c727812ba9b9fb13237cf0a54",1,"S","C","32",FALSE
"0fb811ae265e3d844359decc9b904f3e5593c104",1,"S","F","32",TRUE
"2c7f08406221766231963421eb2d9cb16fb3348c",1,"D","C","14",FALSE
"5f0557f9d18878b31755d3413b745ac7e293451c",0,"D","P","12",FALSE
"72fbc5667d7ef2a37648f8343c94b36e000eeaa1",1,"S","C","12",TRUE
"1c2938868652d07251b448a7d267aa4b0bcf3350",1,"S","K.L","12",TRUE
"7de5a336265fb8322dcfbc9acdef84a007799ae8",1,"S","G","12",FALSE
"9151161eda32009823930d6a1c6972e7d84ba690",0,"D","Q","18",TRUE
"9fcfd35a0a3c13dc3de59558858ea755ec502c9b",1,"D","C","18",FALSE
"57ec349a8a70791e0c5ba77d3d3e5b34f0f0cd50",1,"D","N","02",FALSE
"7f35000d716b397511290daa2827eb255dec8403",0,"S","Q","02",TRUE
"26f5ae754b0362f59e574290ccad8c2fc40d429f",0,"D","Q","02",TRUE
"ac34655a4d4d02de6fde5d63f82c11845cfc753f",0,"D","Q","02",FALSE
"f5b9467a4a6515ecea9c4f387c3cfb9fe5d03a0b",1,"S","F","02",TRUE
"3623e70dee2cc452d003c732697196c1f4582a08",0,"S","Q","02",TRUE
"8a3534b621462e0370fec3a6b05e1d57ac7027fc",0,"D","P","02",FALSE
"a3c3cef736e08297d711567fe2aa0b8f6a4bb35a",1,"M","G","02",TRUE
"27ee2dd0457fca33358ff4686f2a21c0519c7e06",1,"M","H","02",TRUE
"fbbb0bde9713e24cc816401cb7d35435721c284e",1,"D","G","30",FALSE
"d4e9a817240ce313e058c4ebbea6a3f26f9e0fa1",1,"D","C","30",FALSE
"9e6a1356032560e5149813fa8b12971ef653162a",0,"M","Q","06",TRUE
"51bc0a7d79e9fa02b96ccfa84c400dd039ebe99e",1,"M","G","06",TRUE
"dc8f5f9f929c46e4eb2ff076230a66fc8950d3df",1,"S","R.S","06",TRUE
"53a0e57b35c6874338d1fb9d588fa644a27e0bd0",1,"D","C","06",FALSE
"7de5d746293f82c119c244d60710b62487067c35",1,"S","G","06",TRUE
"02ed6ec6999f474035a21937a83c442f4dcb2c90",0,"D","Q","20",FALSE
"e3980ebe6592f9249999703adfbb7a3386765881",0,"D","P","10",TRUE
"f63fb69d7df7ab597dc92aceb2cb716bc934332d",1,"D","C","10",TRUE
"3b27eec9e49342b3406187d4718dd16019511a7a",1,"D","C","10",FALSE
